"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"378441","378441","txn","","","Soumyasaurus","","378441","genus","Soumyasaurus","163003","67237","extinct","1"
"38729","38729","txn","","","Pisanosaurus","","38729","genus","Pisanosaurus","519894","7278","extinct","1"
"104623","104623","txn","","","Eocursor","","104623","genus","Eocursor","519895","24820","extinct","1"
"143495","143495","txn","","","Tianyulong","","143495","genus","Tianyulong","38722","29485","extinct","1"
"38725","38725","txn","","","Heterodontosaurus","","38725","genus","Heterodontosaurus","248277","16997","extinct","7"
"38723","38723","txn","","","Abrictosaurus","","38723","genus","Abrictosaurus","248277","13214","extinct","1"
"38727","38727","txn","","","Lycorhinus","","38727","genus","Lycorhinus","248277","9818","extinct","5"
"38726","38726","txn","","","Lanasaurus","subjective synonym of","38727","genus","Lycorhinus","248277","13011","extinct","5"
"185174","185174","txn","","","Manidens","","185174","genus","Manidens","248277","36107","extinct","2"
"248276","248276","txn","","","Pegomastax","","248276","genus","Pegomastax","248277","43191","extinct","1"
"38717","38717","txn","","","Echinodon","","38717","genus","Echinodon","38722","14066","extinct","6"
"38724","38724","txn","","","Geranosaurus","nomen dubium","38722","family","Heterodontosauridae","38722","9841","extinct","0"
"157200","157200","txn","","","Fruitadens","","157200","genus","Fruitadens","38722","31136","extinct","4"
"374231","374231","txn","","","Sinopeltosaurus","nomen dubium","52777","unranked clade","Thyreophora","52777","66469","extinct","1"
"374232","374232","txn","","","Sinopelta","nomen dubium","52777","unranked clade","Thyreophora","52777","66802","extinct","1"
"66519","66519","txn","","","Bienosaurus","nomen dubium","52777","unranked clade","Thyreophora","52777","13851","extinct","0"
"374249","374249","txn","","","Amargastegos","nomen dubium","38798","unranked clade","Stegosauria","38798","66469","extinct","1"
"353506","353506","txn","IF","","Garbina","","353506","genus","Garbina","38798","62321","extinct","8"
"38809","38809","txn","","","Dravidosaurus","nomen dubium","38798","unranked clade","Stegosauria","38798","12367","extinct","0"
"38804","38804","txn","","","Chialingosaurus","nomen dubium","38798","unranked clade","Stegosauria","38798","15564","extinct","0"
"81225","65483","txn","","","Euskelesaurus","","81225","genus","Euskelesaurus","38798","13242","extinct","0"
"81829","81829","txn","IF","","Deltapodus","","81829","genus","Deltapodus","38798","17774","extinct","35"
"38807","38807","txn","","","Craterosaurus","nomen dubium","38798","unranked clade","Stegosauria","38798","9796","extinct","1"
"374246","374246","txn","","","Saldamosaurus","nomen dubium","38798","unranked clade","Stegosauria","38798","66469","extinct","1"
"294824","294824","txn","IF","","Stegopodus","","294824","genus","Stegopodus","38798","51113","extinct","4"
"374245","374245","txn","","","Siamodracon","nomen dubium","38803","family","Stegosauridae","38803","66469","extinct","1"
"153286","153286","txn","","","Yingshanosaurus","","153286","genus","Yingshanosaurus","38803","30635","extinct","1"
"168391","168391","txn","","","Sauraechmodon","","168391","genus","Sauraechmodon","38803","32813","extinct","0"
"105576","105576","txn","","","Priodontosaurus","","105576","genus","Priodontosaurus","38803","14603","extinct","0"
"38813","38813","txn","","","Paranthodon","","38813","genus","Paranthodon","38803","4783","extinct","1"
"376422","376422","txn","","","Alcovasaurus","","376422","genus","Alcovasaurus","81342","66803","extinct","0"
"38808","38808","txn","","","Dacentrurus","","38808","genus","Dacentrurus","81342","17154","extinct","31"
"52988","52988","txn","","","Omosaurus","replaced by","38808","genus","Dacentrurus","81342","7815","extinct","31"
"142524","142524","txn","","","Miragaia","subjective synonym of","38808","genus","Dacentrurus","81342","29300","extinct","31"
"374114","374114","txn","","","Natronasaurus","subjective synonym of","38808","genus","Dacentrurus","81342","66469","extinct","31"
"488755","488755","txn","","","Thyreosaurus","","488755","genus","Thyreosaurus","81342","88149","extinct","1"
"38811","38811","txn","","","Kentrosaurus","","38811","genus","Kentrosaurus","81342","12611","extinct","27"
"56504","56504","txn","","","Doryphorosaurus","subjective synonym of","38811","genus","Kentrosaurus","81342","7747","extinct","27"
"56503","56503","txn","","","Kentrurosaurus","subjective synonym of","38811","genus","Kentrosaurus","81342","14533","extinct","27"
"422686","422686","txn","","","Adratiklit","","422686","genus","Adratiklit","81342","72917","extinct","1"
"153944","153944","txn","","","Jiangjunosaurus","","153944","genus","Jiangjunosaurus","54855","30713","extinct","1"
"142526","142526","txn","","","Loricatosaurus","","142526","genus","Loricatosaurus","54855","29301","extinct","2"
"38814","38814","txn","","","Stegosaurus","","38814","genus","Stegosaurus","54855","7808","extinct","86"
"52992","52992","txn","","","Diracodon","subjective synonym of","38814","genus","Stegosaurus","54855","7816","extinct","86"
"53199","53199","txn","","","Hypsirophus","subjective synonym of","38814","genus","Stegosaurus","54855","14502","extinct","86"
"494752","494752","txn","","","Yanbeilong","","494752","genus","Yanbeilong","54855","88972","extinct","1"
"38815","38815","txn","","","Wuerhosaurus","","38815","genus","Wuerhosaurus","54855","13379","extinct","3"
"68158","68158","txn","","","Hesperosaurus","","68158","genus","Hesperosaurus","54855","14843","extinct","8"
"381639","381639","txn","","","Mongolostegus","","381639","genus","Mongolostegus","38803","67961","extinct","1"
"38812","38812","txn","","","Lexovisaurus","nomen dubium","38803","family","Stegosauridae","38803","13123","extinct","3"
"65646","65646","txn","","","Changdusaurus","","65646","genus","Changdusaurus","38803","46057","extinct","1"
"38805","38805","txn","","","Chungkingosaurus","","38805","genus","Chungkingosaurus","38803","17258","extinct","4"
"38806","38806","txn","","","Tuojiangosaurus","","38806","genus","Tuojiangosaurus","38803","9261","extinct","1"
"374237","374237","txn","","","Eoplophysis","nomen dubium","38798","unranked clade","Stegosauria","38798","66469","extinct","1"
"66561","66561","txn","","","Regnosaurus","nomen dubium","38798","unranked clade","Stegosauria","38798","23719","extinct","1"
"374239","374239","txn","","","Ferganastegos","nomen dubium","38798","unranked clade","Stegosauria","38798","66469","extinct","1"
"455658","455658","txn","","","Bashanosaurus","","455658","genus","Bashanosaurus","56485","81610","extinct","1"
"89460","89460","txn","","","Gigantspinosaurus","","89460","genus","Gigantspinosaurus","56485","19209","extinct","1"
"494686","494686","txn","","","Baiyinosaurus","","494686","genus","Baiyinosaurus","56485","88963","extinct","1"
"38810","38810","txn","","","Huayangosaurus","","38810","genus","Huayangosaurus","56485","9262","extinct","1"
"351536","351536","txn","","","Isaberrysaura","","351536","genus","Isaberrysaura","56485","62027","extinct","1"
"353508","353508","txn","IF","","Luluichnus","","353508","genus","Luluichnus","38798","62321","extinct","1"
"65695","65695","txn","","","Monkonosaurus","nomen dubium","38798","unranked clade","Stegosauria","38798","54361","extinct","1"
"66559","66559","txn","","","Rhodanosaurus","nomen dubium","38816","unranked clade","Ankylosauria","38816","51605","extinct","1"
"82610","82610","txn","IF","","Metatetrapous","","82610","genus","Metatetrapous","38816","9716","extinct","2"
"473894","473894","txn","","","Vectipelta","","473894","genus","Vectipelta","38816","85050","extinct","1"
"443991","443991","txn","","","Spicomellus","","443991","genus","Spicomellus","38816","78566","extinct","1"
"38818","38818","txn","","","Acanthopholis","nomen dubium","38816","unranked clade","Ankylosauria","38816","13241","extinct","2"
"38819","38819","txn","","","Brachypodosaurus","nomen dubium","38816","unranked clade","Ankylosauria","38816","33893","extinct","1"
"57682","57682","txn","","","Mymoorapelta","","57682","genus","Mymoorapelta","38816","10656","extinct","3"
"38829","38829","txn","","","Sarcolestes","","38829","genus","Sarcolestes","38816","14154","extinct","2"
"38824","38824","txn","","","Palaeoscincus","nomen dubium","38816","unranked clade","Ankylosauria","38816","13002","extinct","2"
"348423","348423","txn","IF","","Qijiangpus","","348423","genus","Qijiangpus","38816","69114","extinct","1"
"52832","52832","txn","","","Priconodon","nomen dubium","38816","unranked clade","Ankylosauria","38816","7834","extinct","2"
"66562","66562","txn","","","Polacanthoides","nomen dubium","38816","unranked clade","Ankylosauria","38816","26779","extinct","1"
"38820","38820","txn","","","Cryptodraco","nomen dubium","38816","unranked clade","Ankylosauria","38816","14155","extinct","1"
"424513","424513","txn","","","Sinankylosaurus","","424513","genus","Sinankylosaurus","38816","73441","extinct","1"
"65700","65700","txn","","","Heishansaurus","nomen dubium","38816","unranked clade","Ankylosauria","38816","13553","extinct","1"
"154024","154024","txn","","","Zhejiangosaurus","nomen dubium","38816","unranked clade","Ankylosauria","38816","30726","extinct","1"
"84232","84232","txn","","","Crichtonsaurus","nomen dubium","38816","unranked clade","Ankylosauria","38816","29879","extinct","1"
"64762","64762","txn","","","Rhadinosaurus","nomen dubium","38816","unranked clade","Ankylosauria","38816","12806","extinct","1"
"54869","54869","txn","","","Tianchiasaurus","nomen dubium","38816","unranked clade","Ankylosauria","38816","9265","extinct","1"
"38821","38821","txn","","","Dracopelta","","38821","genus","Dracopelta","38816","12698","extinct","1"
"77202","77202","txn","","","Antarctopelta","","77202","genus","Antarctopelta","446237","17070","extinct","1"
"371997","371997","txn","","","Kunbarrasaurus","","371997","genus","Kunbarrasaurus","446237","66052","extinct","2"
"446235","446235","txn","","","Stegouros","","446235","genus","Stegouros","446237","78857","extinct","1"
"38833","38833","txn","","","Pinacosaurus","","38833","genus","Pinacosaurus","52798","12056","extinct","25"
"52906","52906","txn","","","Syrmosaurus","subjective synonym of","38833","genus","Pinacosaurus","52798","14387","extinct","25"
"257757","257757","txn","","","Oohkotokia","","257757","genus","Oohkotokia","52798","44665","extinct","5"
"68198","68198","txn","","","Tsagantegia","","68198","genus","Tsagantegia","52798","36629","extinct","2"
"38835","38835","txn","","","Talarurus","","38835","genus","Talarurus","52798","14385","extinct","3"
"38836","38836","txn","","","Tarchia","","38836","genus","Tarchia","52798","9909","extinct","4"
"63439","63439","txn","","","Anodontosaurus","","63439","genus","Anodontosaurus","374251","12107","extinct","14"
"66258","66258","txn","","","Scolosaurus","","66258","genus","Scolosaurus","374251","62853","extinct","4"
"38838","38838","txn","","","Euoplocephalus","","38838","genus","Euoplocephalus","374251","17543","extinct","18"
"52913","52913","txn","","","Stereocephalus","replaced by","38838","genus","Euoplocephalus","374251","25127","extinct","18"
"374254","374254","txn","","","Platypelta","","374254","genus","Platypelta","374251","66472","extinct","7"
"63897","63897","txn","","","Dyoplosaurus","","63897","genus","Dyoplosaurus","374251","12348","extinct","1"
"38837","38837","txn","","","Ankylosaurus","","38837","genus","Ankylosaurus","52798","4210","extinct","16"
"437081","437081","txn","","","Crichtonpelta","","437081","genus","Crichtonpelta","52798","64040","extinct","2"
"372001","372001","txn","","","Zaraapelta","","372001","genus","Zaraapelta","52798","66054","extinct","1"
"377176","377176","txn","","","Akainacephalus","","377176","genus","Akainacephalus","363980","66889","extinct","1"
"320257","320257","txn","","","Ziapelta","","320257","genus","Ziapelta","363980","55263","extinct","1"
"148132","148132","txn","","","Minotaurasaurus","","148132","genus","Minotaurasaurus","52798","30088","extinct","0"
"38834","38834","txn","","","Saichania","","38834","genus","Saichania","52798","9909","extinct","5"
"66503","66503","txn","","","Tianzhenosaurus","subjective synonym of","38834","genus","Saichania","52798","13827","extinct","5"
"66501","66501","txn","","","Shanxia","subjective synonym of","38834","genus","Saichania","52798","13826","extinct","5"
"363977","363977","txn","","","Zuul","","363977","genus","Zuul","52798","62290","extinct","1"
"372003","372003","txn","","","Jinyunpelta","","372003","genus","Jinyunpelta","52798","66055","extinct","1"
"68007","68007","txn","","","Nodocephalosaurus","","68007","genus","Nodocephalosaurus","52798","14623","extinct","6"
"52794","52794","txn","","","Shamosaurus","","52794","genus","Shamosaurus","38831","26795","extinct","2"
"84234","84234","txn","","","Gobisaurus","","84234","genus","Gobisaurus","38831","18341","extinct","2"
"119679","169933","txn","","","Zhongyuansaurus","subjective synonym of","84234","genus","Gobisaurus","38831","26778","extinct","2"
"68244","68244","txn","","","Liaoningosaurus","","68244","genus","Liaoningosaurus","38831","14922","extinct","1"
"514722","514722","txn","IF","","Ruopodosaurus","","514722","genus","Ruopodosaurus","38831","93059","extinct","4"
"302920","302920","txn","","","Chuanqilong","","302920","genus","Chuanqilong","38831","52265","extinct","1"
"484516","484516","txn","","","Datai","","484516","genus","Datai","38831","87590","extinct","1"
"295547","295547","txn","","","Ahshislepelta","","295547","genus","Ahshislepelta","38831","51267","extinct","1"
"81293","81293","txn","","","Cedarpelta","","81293","genus","Cedarpelta","38831","17502","extinct","3"
"81277","81277","txn","","","Aletopelta","","81277","genus","Aletopelta","38831","17501","extinct","1"
"57228","57228","txn","","","Bissektipelta","","57228","genus","Bissektipelta","38831","10374","extinct","1"
"500588","500588","txn","","","Huaxiazhoulong","","500588","genus","Huaxiazhoulong","38831","89836","extinct","1"
"82618","82618","txn","","","Maleevus","nomen dubium","38831","family","Ankylosauridae","38831","26796","extinct","2"
"52879","52879","txn","","","Minmi","nomen dubium","38831","family","Ankylosauridae","38831","17468","extinct","2"
"82623","82623","txn","","","Glyptodontopelta","","82623","genus","Glyptodontopelta","38817","18004","extinct","11"
"375361","375361","txn","","","Invictarx","","375361","genus","Invictarx","38817","66640","extinct","1"
"63698","63698","txn","","","Animantarx","","63698","genus","Animantarx","38817","12199","extinct","1"
"288407","288407","txn","","","Propanoplosaurus","","288407","genus","Propanoplosaurus","38817","39855","extinct","1"
"38252","38252","txn","","","Hoplitosaurus","","38252","genus","Hoplitosaurus","38817","17154","extinct","2"
"377303","377303","txn","","","Acantholipan","","377303","genus","Acantholipan","38817","66935","extinct","1"
"38840","38840","txn","","","Sauroplites","","38840","genus","Sauroplites","38817","13553","extinct","1"
